,id,join_date,sex,company_type,wfh,designation,work_hours,fatigue_score,burn_rate
13243,fffe32003600310037003800,2008-03-25,Male,Service,Yes,1.0,1.0,0.48,0.28
13244,fffe3700310039003400,2008-01-04,Male,Service,Yes,2.0,4.0,0.74,0.6
13246,fffe32003500300035003100,2008-05-15,Male,Service,Yes,3.0,5.0,0.45,0.41
13247,fffe33003400350034003200,2008-04-13,Female,Service,Yes,1.0,4.0,0.64,0.54
13248,fffe32003500340039003300,2008-07-15,Male,Service,No,3.0,6.0,0.73,0.61
13249,fffe32003400390039003700,2008-08-29,Female,Service,No,3.0,8.0,0.7,0.71
13250,fffe3900370031003700,2008-06-27,Female,Service,Yes,2.0,4.0,0.47000000000000003,0.35
13253,fffe32003400320031003400,2008-04-12,Female,Product,No,3.0,6.0,0.6799999999999999,0.63
13254,fffe32003100340038003200,2008-10-15,Male,Service,No,3.0,6.0,0.71,0.67
13256,fffe310034003600,2008-07-28,Female,Product,Yes,1.0,3.0,0.32999999999999996,0.24
13258,fffe31003500310032003800,2008-11-04,Male,Product,No,2.0,3.0,0.55,0.43
13259,fffe31003800370035003100,2008-02-28,Male,Product,Yes,4.0,9.0,0.8800000000000001,0.71
13260,fffe31003100390034003300,2008-08-13,Male,Service,Yes,1.0,2.0,0.22999999999999998,0.06
13261,fffe32003700310033003500,2008-05-02,Male,Product,Yes,2.0,5.0,0.58,0.44
13262,fffe3900340038003800,2008-11-25,Male,Service,No,3.0,7.0,0.75,0.68
13263,fffe33003200370037003600,2008-12-07,Male,Service,No,2.0,3.0,0.4,0.23
13264,fffe31003400310032003400,2008-04-24,Female,Service,No,1.0,1.0,0.47000000000000003,0.26
13266,fffe32003800330031003000,2008-11-28,Male,Product,Yes,2.0,4.0,0.5900000000000001,0.39
13267,fffe33003200300032003800,2008-11-23,Male,Service,No,2.0,4.0,0.6,0.47
13268,fffe33003000380030003800,2008-02-08,Female,Product,Yes,2.0,3.0,0.5900000000000001,0.39
13269,fffe3900370035003200,2008-03-05,Female,Service,No,1.0,2.0,0.54,0.37
13270,fffe3100370033003100,2008-09-27,Male,Product,No,2.0,5.0,0.6599999999999999,0.54
13273,fffe3600350032003800,2008-10-05,Male,Service,No,3.0,7.0,0.75,0.71
13274,fffe31003100370030003800,2008-06-15,Female,Service,No,3.0,5.0,0.6,0.48
13275,fffe32003700350036003100,2008-10-05,Male,Product,No,2.0,5.0,0.65,0.54
13278,fffe33003300360038003800,2008-06-15,Female,Service,No,3.0,5.0,0.74,0.52
13280,fffe3100300039003900,2008-01-03,Male,Service,No,2.0,5.0,0.6900000000000001,0.59
13281,fffe31003600330032003700,2008-09-30,Female,Service,Yes,2.0,6.0,0.63,0.55
13282,fffe32003100330037003500,2008-02-08,Female,Service,Yes,3.0,6.0,0.96,0.83
13283,fffe33003300340035003300,2008-03-18,Male,Service,No,2.0,5.0,0.73,0.65
13284,fffe31003100360030003900,2008-08-06,Male,Service,Yes,4.0,6.0,0.5599999999999999,0.48
13286,fffe32003600310033003600,2008-03-13,Female,Service,No,5.0,10.0,0.9400000000000001,1.0
13287,fffe31003200390032003800,2008-02-01,Female,Service,Yes,2.0,3.0,0.53,0.45
13289,fffe31003400350036003000,2008-02-01,Male,Service,Yes,1.0,2.0,0.22999999999999998,0.1
13290,fffe32003500320036003500,2008-09-09,Male,Service,Yes,2.0,3.0,0.31,0.24
13291,fffe32003300370037003800,2008-12-21,Female,Service,Yes,2.0,5.0,0.6,0.56
13292,fffe3700390037003300,2008-11-12,Female,Service,No,2.0,3.0,0.5900000000000001,0.38
13293,fffe32003300300035003800,2008-04-29,Female,Service,No,4.0,8.0,0.76,0.78
13294,fffe350034003800,2008-08-20,Male,Product,No,4.0,7.0,0.8400000000000001,0.67
13295,fffe33003100370031003400,2008-12-14,Female,Product,Yes,4.0,7.0,0.8099999999999999,0.63
13296,fffe33003200360036003900,2008-03-19,Female,Service,No,3.0,5.0,0.5599999999999999,0.51
13298,fffe32003700330034003700,2008-01-15,Female,Service,Yes,2.0,5.0,0.5900000000000001,0.35
13299,fffe32003100340034003400,2008-06-07,Female,Service,Yes,3.0,5.0,0.6900000000000001,0.5
13300,fffe32003900340033003000,2008-07-10,Female,Service,Yes,2.0,4.0,0.58,0.43
13301,fffe32003800340036003800,2008-07-07,Female,Service,Yes,1.0,2.0,0.53,0.33
13303,fffe33003300390037003400,2008-07-16,Female,Product,No,0.0,1.0,0.47000000000000003,0.28
13304,fffe3200300035003700,2008-04-29,Female,Product,Yes,0.0,1.0,0.11000000000000001,0.08
13306,fffe32003100380038003800,2008-06-28,Female,Service,No,2.0,6.0,0.6900000000000001,0.53
13308,fffe32003600300039003700,2008-09-09,Male,Product,Yes,1.0,2.0,0.6599999999999999,0.5
13309,fffe32003700300030003800,2008-09-26,Female,Product,Yes,2.0,3.0,0.53,0.46
13310,fffe31003000300033003700,2008-11-12,Male,Service,Yes,4.0,8.0,0.76,0.6
13314,fffe31003200340035003100,2008-08-09,Male,Service,Yes,2.0,4.0,0.53,0.42
13315,fffe32003200380034003800,2008-01-08,Male,Service,Yes,3.0,4.0,0.48,0.42
13317,fffe3100310031003400,2008-05-19,Female,Service,Yes,3.0,8.0,0.78,0.75
13318,fffe33003000370035003200,2008-03-30,Female,Service,No,1.0,1.0,0.2,0.16
13319,fffe32003700380032003600,2008-08-06,Female,Service,No,1.0,2.0,0.39,0.33
13320,fffe33003300330038003400,2008-01-26,Female,Service,Yes,2.0,3.0,0.45,0.26
13321,fffe320038003600,2008-12-28,Male,Product,No,3.0,6.0,0.95,0.81
13322,fffe31003100360038003500,2008-12-23,Male,Service,No,3.0,5.0,0.6799999999999999,0.62
13323,fffe31003800380032003300,2008-10-17,Female,Service,Yes,3.0,5.0,0.47000000000000003,0.35
13324,fffe32003600370033003100,2008-03-02,Female,Service,Yes,1.0,1.0,0.25,0.08
13325,fffe33003400370033003300,2008-04-12,Female,Service,Yes,1.0,4.0,0.45,0.33
13326,fffe32003700310031003900,2008-01-25,Male,Product,Yes,2.0,4.0,0.8400000000000001,0.65
13327,fffe33003100300034003300,2008-05-05,Male,Service,No,3.0,6.0,0.74,0.59
13328,fffe33003200320030003100,2008-06-27,Female,Service,Yes,2.0,5.0,0.53,0.42
13329,fffe31003100360034003700,2008-12-01,Male,Product,No,4.0,8.0,0.74,0.56
13330,fffe32003700370030003300,2008-06-23,Male,Service,Yes,4.0,8.0,0.93,0.79
13331,fffe33003000380031003300,2008-02-13,Female,Service,Yes,2.0,5.0,0.67,0.63
13332,fffe31003800330037003800,2008-09-27,Female,Product,No,5.0,9.0,0.79,0.8
13333,fffe32003200340039003000,2008-04-17,Female,Product,Yes,4.0,9.0,0.8099999999999999,0.81
13334,fffe33003100320039003900,2008-06-04,Male,Product,No,2.0,5.0,0.73,0.63
13335,fffe31003700380037003000,2008-04-23,Female,Service,Yes,1.0,2.0,0.55,0.39
13336,fffe32003000380037003400,2008-04-27,Female,Product,Yes,3.0,4.0,0.55,0.37
13338,fffe31003700340033003800,2008-01-04,Female,Service,Yes,1.0,3.0,0.44000000000000006,0.28
13340,fffe32003800380031003600,2008-08-18,Male,Service,Yes,3.0,6.0,0.85,0.84
13341,fffe33003400370036003300,2008-07-21,Female,Service,No,2.0,5.0,0.65,0.54
13342,fffe31003300350035003500,2008-12-26,Female,Product,No,2.0,5.0,0.67,0.62
13343,fffe31003200300039003600,2008-06-20,Male,Service,Yes,2.0,3.0,0.41,0.28
13344,fffe31003300350038003200,2008-08-31,Male,Service,Yes,1.0,2.0,0.44000000000000006,0.23
13345,fffe31003300360036003600,2008-06-11,Female,Service,Yes,2.0,3.0,0.18,0.04
13346,fffe32003500370035003400,2008-07-17,Female,Product,No,2.0,4.0,0.6900000000000001,0.51
13347,fffe3200330034003200,2008-12-29,Male,Service,Yes,0.0,1.0,0.27999999999999997,0.18
13348,fffe32003500350039003200,2008-09-29,Male,Product,No,4.0,8.0,0.9199999999999999,0.8
13349,fffe32003000330038003200,2008-02-22,Male,Service,No,2.0,5.0,0.74,0.61
13350,fffe3100350033003500,2008-12-15,Female,Service,No,1.0,2.0,0.51,0.45
13351,fffe33003300310035003900,2008-12-07,Male,Service,Yes,1.0,3.0,0.52,0.42
13352,fffe31003800360039003000,2008-04-15,Male,Product,Yes,2.0,6.0,0.6,0.57
13353,fffe32003800340037003400,2008-10-13,Male,Product,Yes,1.0,4.0,0.45,0.31
13354,fffe32003900350039003600,2008-08-12,Female,Service,Yes,2.0,5.0,0.58,0.53
13355,fffe33003000330034003500,2008-07-11,Female,Service,No,3.0,7.0,0.78,0.58
13357,fffe31003400370038003800,2008-04-22,Female,Product,Yes,4.0,7.0,0.64,0.61
13358,fffe3800310037003900,2008-06-01,Male,Service,No,1.0,2.0,0.49000000000000005,0.37
13359,fffe31003500350033003000,2008-06-18,Male,Service,No,4.0,6.0,0.6900000000000001,0.59
13362,fffe32003900310031003000,2008-05-18,Male,Service,No,2.0,5.0,0.65,0.44
13363,fffe33003300350037003900,2008-02-10,Male,Product,Yes,2.0,3.0,0.45,0.25
13364,fffe3500310034003500,2008-02-03,Female,Service,No,3.0,7.0,0.65,0.58
13365,fffe3700370037003900,2008-10-03,Male,Service,No,5.0,8.0,0.9,0.78
13368,fffe32003400340033003700,2008-07-18,Male,Service,No,2.0,5.0,0.77,0.59
13369,fffe380034003900,2008-02-12,Male,Service,No,2.0,4.0,0.75,0.63
13370,fffe32003200390039003800,2008-09-19,Female,Service,No,4.0,8.0,0.58,0.51
13371,fffe31003800320036003000,2008-11-19,Female,Product,Yes,2.0,4.0,0.36,0.22
13372,fffe32003100330037003300,2008-09-01,Female,Product,Yes,0.0,1.0,0.19,0.13
13373,fffe31003600390033003800,2008-10-07,Male,Service,Yes,2.0,5.0,0.6,0.5
13374,fffe31003100350032003900,2008-03-29,Male,Product,Yes,2.0,5.0,0.7,0.55
13375,fffe33003100390035003900,2008-05-28,Female,Service,Yes,3.0,5.0,0.63,0.45
13376,fffe33003200340030003300,2008-08-04,Male,Service,Yes,2.0,4.0,0.45,0.37
13378,fffe32003300390035003400,2008-03-22,Female,Product,No,2.0,3.0,0.48,0.24
13379,fffe3700340039003500,2008-09-29,Female,Service,No,3.0,6.0,0.9,0.82
13380,fffe32003000380038003200,2008-05-02,Female,Product,Yes,1.0,2.0,0.51,0.46
13381,fffe31003600360030003100,2008-08-23,Male,Service,Yes,1.0,3.0,0.48,0.34
13382,fffe32003400320032003600,2008-05-05,Male,Service,Yes,2.0,4.0,0.45,0.4
13383,fffe32003500340036003600,2008-06-22,Female,Product,Yes,0.0,3.0,0.5599999999999999,0.34
13384,fffe31003900310039003600,2008-06-28,Female,Service,No,1.0,3.0,0.43,0.35
13385,fffe31003700390033003600,2008-10-25,Male,Service,Yes,2.0,6.0,0.58,0.55
13386,fffe31003500340033003400,2008-06-19,Female,Product,No,1.0,2.0,0.21000000000000002,0.09
13387,fffe340035003400,2008-11-21,Male,Product,Yes,4.0,8.0,0.5700000000000001,0.53
13388,fffe31003800360037003700,2008-02-08,Female,Service,Yes,1.0,3.0,0.27999999999999997,0.21
13389,fffe32003600390034003500,2008-02-15,Male,Service,No,4.0,9.0,0.78,0.71
13390,fffe32003800330039003000,2008-01-09,Female,Service,No,3.0,6.0,0.61,0.47
13392,fffe32003500300030003000,2008-08-24,Male,Service,Yes,2.0,3.0,0.5700000000000001,0.43
13393,fffe33003400350035003100,2008-08-07,Male,Service,No,1.0,4.0,0.5700000000000001,0.52
13394,fffe3700310031003800,2008-02-17,Male,Product,No,4.0,9.0,0.82,0.83
13395,fffe33003000380034003800,2008-11-09,Male,Service,Yes,3.0,5.0,0.6,0.51
13396,fffe33003200380033003000,2008-05-03,Male,Service,No,3.0,7.0,0.76,0.67
13398,fffe3600350037003400,2008-08-19,Male,Product,No,3.0,6.0,0.79,0.65
13399,fffe31003300320038003300,2008-11-10,Female,Product,Yes,1.0,3.0,0.6,0.41
13400,fffe33003200370032003900,2008-10-22,Male,Service,No,1.0,3.0,0.37,0.27
13402,fffe3800340035003100,2008-06-06,Female,Product,No,2.0,4.0,0.73,0.52
13403,fffe31003500350038003800,2008-07-16,Female,Product,No,3.0,6.0,0.72,0.62
13404,fffe31003200380030003400,2008-09-28,Male,Service,No,2.0,6.0,0.6900000000000001,0.54
13407,fffe33003000320033003300,2008-09-22,Male,Service,No,3.0,5.0,0.86,0.69
13408,fffe3600390034003700,2008-11-10,Female,Service,No,0.0,1.0,0.06999999999999999,0.0
13409,fffe32003400310036003200,2008-07-24,Female,Product,No,2.0,5.0,0.55,0.32
13410,fffe31003500390033003300,2008-07-23,Female,Service,No,3.0,6.0,0.71,0.52
13411,fffe33003100310035003800,2008-01-10,Female,Service,No,3.0,4.0,0.6,0.46
13413,fffe32003800360038003900,2008-10-04,Female,Service,Yes,1.0,1.0,0.39,0.2
13415,fffe32003200300034003500,2008-04-21,Male,Product,No,3.0,6.0,0.62,0.48
13416,fffe31003400320036003300,2008-08-17,Female,Product,Yes,1.0,2.0,0.58,0.34
13419,fffe31003500390031003600,2008-12-15,Male,Product,Yes,2.0,4.0,0.6599999999999999,0.46
13421,fffe33003300300037003400,2008-10-04,Male,Service,No,1.0,4.0,0.54,0.39
13422,fffe32003100350034003300,2008-10-30,Male,Service,No,4.0,7.0,0.67,0.54
13424,fffe33003300320039003700,2008-01-21,Female,Service,Yes,3.0,7.0,0.82,0.78
13425,fffe32003900360035003900,2008-01-10,Female,Product,Yes,2.0,4.0,0.63,0.53
13427,fffe32003200320039003700,2008-10-03,Female,Service,Yes,4.0,7.0,0.6799999999999999,0.54
13429,fffe3400380039003700,2008-09-25,Female,Service,Yes,2.0,5.0,0.75,0.53
13430,fffe32003800330039003400,2008-10-06,Female,Service,No,1.0,3.0,0.54,0.44
13431,fffe33003400360038003100,2008-11-25,Female,Product,No,4.0,7.0,0.75,0.63
13432,fffe32003900360033003000,2008-09-20,Female,Service,No,2.0,5.0,0.63,0.54
13433,fffe32003800350034003400,2008-07-21,Male,Service,Yes,2.0,4.0,0.5700000000000001,0.38
13434,fffe32003800360034003100,2008-02-19,Male,Service,Yes,5.0,9.0,0.9099999999999999,0.84
13436,fffe32003800370037003300,2008-11-23,Male,Product,No,1.0,3.0,0.48,0.39
13439,fffe3600300030003600,2008-07-08,Male,Product,Yes,1.0,4.0,0.5900000000000001,0.5
13440,fffe33003300350038003400,2008-12-03,Female,Service,Yes,2.0,5.0,0.5900000000000001,0.54
13441,fffe32003500360032003100,2008-02-27,Female,Service,No,0.0,1.0,0.13,0.03
13442,fffe32003000390038003200,2008-10-19,Female,Service,No,0.0,2.0,0.35,0.17
13443,fffe3600320031003600,2008-02-03,Female,Service,No,5.0,10.0,0.8400000000000001,0.76
13444,fffe31003600320039003600,2008-12-19,Female,Service,Yes,2.0,3.0,0.6599999999999999,0.49
13445,fffe31003300330038003200,2008-03-15,Female,Service,Yes,2.0,4.0,0.61,0.37
13446,fffe32003500360034003400,2008-10-16,Female,Product,Yes,1.0,3.0,0.47000000000000003,0.42
13448,fffe31003300330035003900,2008-01-29,Female,Product,No,1.0,1.0,0.18,0.07
13449,fffe31003500330034003600,2008-03-07,Male,Service,No,5.0,9.0,0.95,0.93
13451,fffe31003300380037003500,2008-02-02,Male,Service,Yes,2.0,5.0,0.73,0.64
13452,fffe3800370032003500,2008-02-18,Male,Service,Yes,1.0,3.0,0.51,0.27
13453,fffe3300370030003700,2008-03-17,Female,Product,Yes,3.0,7.0,0.89,0.78
13454,fffe33003300360037003600,2008-02-26,Female,Product,Yes,2.0,4.0,0.39,0.31
13455,fffe3300310037003700,2008-09-19,Female,Service,Yes,0.0,1.0,0.2,0.06
13456,fffe3700320035003700,2008-07-07,Female,Service,Yes,4.0,8.0,0.9,0.76
13457,fffe3100310030003700,2008-08-03,Female,Service,No,1.0,2.0,0.5599999999999999,0.32
13458,fffe3700320037003800,2008-08-27,Female,Service,No,2.0,3.0,0.58,0.42
13459,fffe32003500320031003600,2008-10-28,Female,Product,No,4.0,8.0,0.8099999999999999,0.82
13460,fffe32003400340033003600,2008-05-27,Female,Service,Yes,3.0,4.0,0.55,0.45
13461,fffe32003800380035003000,2008-10-31,Female,Service,Yes,1.0,2.0,0.48,0.35
13462,fffe3500310036003700,2008-02-02,Male,Service,Yes,3.0,4.0,0.47000000000000003,0.41
13463,fffe32003700310033003700,2008-07-18,Male,Service,No,3.0,6.0,0.5599999999999999,0.49
13464,fffe32003700320036003700,2008-05-06,Female,Product,No,3.0,7.0,0.76,0.58
13466,fffe3400330037003800,2008-04-15,Female,Service,No,2.0,4.0,0.6900000000000001,0.59
13467,fffe32003900300036003700,2008-12-10,Female,Service,No,4.0,6.0,0.6799999999999999,0.66
13468,fffe3400310032003300,2008-11-18,Female,Service,Yes,2.0,2.0,0.18,0.15
13469,fffe3300300034003600,2008-08-17,Male,Product,Yes,4.0,8.0,0.8,0.67
13470,fffe31003700390038003900,2008-04-10,Female,Service,Yes,1.0,3.0,0.47000000000000003,0.35
13471,fffe31003900380039003400,2008-12-22,Female,Service,No,2.0,3.0,0.63,0.44
13472,fffe32003400350031003000,2008-09-04,Male,Service,Yes,2.0,2.0,0.42000000000000004,0.24
13473,fffe32003900370031003700,2008-08-01,Female,Product,No,3.0,6.0,0.82,0.62
13474,fffe31003000310031003400,2008-07-14,Male,Product,No,1.0,3.0,0.42000000000000004,0.31
13475,fffe3300360032003100,2008-01-28,Female,Service,No,2.0,4.0,0.5,0.41
13476,fffe31003400320037003200,2008-01-11,Female,Service,Yes,1.0,4.0,0.6599999999999999,0.44
13477,fffe33003000300039003700,2008-09-18,Female,Service,Yes,2.0,4.0,0.72,0.5
13482,fffe33003400310033003200,2008-07-07,Male,Product,No,1.0,4.0,0.5900000000000001,0.51
13483,fffe3700330032003800,2008-07-06,Female,Product,Yes,3.0,6.0,0.7,0.51
13484,fffe3800370032003900,2008-08-21,Female,Service,Yes,1.0,2.0,0.38,0.32
13485,fffe32003500390032003500,2008-04-27,Male,Service,Yes,4.0,9.0,1.0,0.94
13486,fffe32003400300034003200,2008-03-08,Male,Service,Yes,3.0,5.0,0.53,0.48
13488,fffe33003300300037003800,2008-11-09,Female,Service,Yes,3.0,7.0,0.78,0.66
13490,fffe31003500330039003500,2008-05-23,Male,Service,Yes,2.0,5.0,0.52,0.44
13491,fffe32003000380030003300,2008-09-21,Male,Product,Yes,2.0,6.0,0.89,0.75
13492,fffe33003300370036003300,2008-03-05,Male,Service,No,3.0,6.0,0.6799999999999999,0.51
13493,fffe32003400310038003800,2008-05-29,Female,Service,Yes,2.0,6.0,0.8,0.73
13494,fffe32003400310030003400,2008-02-07,Female,Product,Yes,2.0,4.0,0.55,0.36
13497,fffe32003600300039003300,2008-12-23,Female,Service,Yes,1.0,1.0,0.0,0.0
13498,fffe31003500380033003300,2008-10-06,Male,Service,No,3.0,7.0,0.65,0.54
13499,fffe31003000330033003100,2008-12-11,Female,Service,Yes,2.0,3.0,0.35,0.24
13500,fffe31003100370034003600,2008-06-13,Female,Product,No,2.0,5.0,0.73,0.6
13501,fffe3100300034003200,2008-01-04,Male,Service,Yes,0.0,1.0,0.18,0.1
13502,fffe32003300310033003900,2008-03-21,Male,Service,No,2.0,5.0,0.7,0.51
13503,fffe3700300036003700,2008-03-01,Female,Service,Yes,1.0,2.0,0.48,0.32
13504,fffe33003300350035003800,2008-06-16,Female,Service,No,3.0,5.0,0.65,0.45
13505,fffe32003600340038003000,2008-02-19,Female,Service,No,1.0,4.0,0.5,0.4
13507,fffe3300300030003000,2008-06-20,Female,Service,No,3.0,6.0,0.55,0.5
13508,fffe3800330033003300,2008-03-06,Female,Product,No,3.0,7.0,0.5700000000000001,0.53
13509,fffe31003300390030003000,2008-01-11,Male,Service,Yes,2.0,2.0,0.27999999999999997,0.18
13510,fffe3400300039003300,2008-08-14,Female,Service,No,3.0,5.0,0.75,0.59
13511,fffe31003700300030003700,2008-01-29,Male,Service,Yes,3.0,5.0,0.76,0.56
13512,fffe32003900370030003200,2008-01-28,Female,Service,Yes,1.0,3.0,0.52,0.36
13513,fffe3900350034003600,2008-09-15,Female,Product,Yes,2.0,3.0,0.43,0.27
13514,fffe33003000300036003300,2008-04-03,Female,Product,Yes,4.0,9.0,0.8300000000000001,0.72
13515,fffe33003400350034003500,2008-02-11,Female,Product,Yes,1.0,3.0,0.5700000000000001,0.42
13516,fffe31003700340031003000,2008-07-08,Female,Service,No,3.0,6.0,0.77,0.55
13517,fffe33003000360039003600,2008-10-12,Female,Product,No,1.0,2.0,0.41,0.34
13519,fffe33003400300037003000,2008-09-13,Female,Service,Yes,1.0,3.0,0.64,0.42
13520,fffe390030003800,2008-08-06,Female,Product,No,2.0,4.0,0.62,0.48
13522,fffe31003400360034003400,2008-07-06,Male,Service,No,3.0,5.0,0.72,0.58
13523,fffe31003500390030003500,2008-01-18,Male,Product,No,3.0,5.0,0.6900000000000001,0.49
13525,fffe32003500350036003600,2008-03-09,Male,Service,No,3.0,5.0,0.72,0.57
13526,fffe32003400360034003100,2008-05-25,Male,Service,Yes,1.0,3.0,0.5599999999999999,0.46
13527,fffe32003700370038003200,2008-05-24,Female,Product,Yes,1.0,3.0,0.45999999999999996,0.4
13528,fffe3800360032003200,2008-11-30,Male,Service,Yes,1.0,2.0,0.48,0.38
13529,fffe31003800370037003800,2008-04-06,Female,Product,No,3.0,7.0,0.86,0.69
13530,fffe3100350037003500,2008-02-20,Female,Product,Yes,3.0,7.0,0.7,0.71
13532,fffe33003000390036003200,2008-11-08,Male,Product,Yes,2.0,4.0,0.65,0.5
13533,fffe3100360032003900,2008-07-29,Female,Service,Yes,3.0,5.0,0.54,0.45
13534,fffe3900300034003100,2008-09-17,Female,Service,Yes,2.0,4.0,0.58,0.54
13535,fffe3300340039003100,2008-11-10,Female,Service,No,2.0,1.0,0.16999999999999998,0.08
13537,fffe31003800340037003600,2008-06-25,Female,Service,Yes,1.0,4.0,0.5,0.36
13538,fffe31003500390030003800,2008-07-03,Male,Product,Yes,1.0,1.0,0.1,0.03
13539,fffe33003300320033003900,2008-01-14,Female,Product,No,2.0,3.0,0.48,0.28
13540,fffe380035003900,2008-12-20,Female,Service,Yes,3.0,6.0,0.99,0.87
13541,fffe31003700350035003400,2008-05-13,Male,Service,Yes,3.0,6.0,0.58,0.48
13543,fffe32003900360034003700,2008-03-02,Male,Service,Yes,3.0,6.0,0.6900000000000001,0.5
13544,fffe32003400310032003900,2008-01-29,Female,Service,Yes,2.0,4.0,0.54,0.34
13546,fffe31003900380034003500,2008-03-23,Male,Service,Yes,0.0,1.0,0.35,0.17
13547,fffe32003300390030003200,2008-08-22,Male,Service,No,1.0,2.0,0.42000000000000004,0.22
13548,fffe3900330031003900,2008-09-28,Female,Service,No,1.0,1.0,0.47000000000000003,0.23
13549,fffe32003300300039003600,2008-02-11,Male,Product,Yes,2.0,4.0,0.61,0.41
13550,fffe32003700330037003000,2008-05-15,Female,Product,No,3.0,7.0,0.93,0.81
13551,fffe32003200380038003800,2008-09-16,Male,Service,Yes,2.0,5.0,0.62,0.47
13553,fffe32003000350030003300,2008-02-18,Female,Product,Yes,3.0,7.0,0.6900000000000001,0.55
13554,fffe33003100310031003600,2008-10-22,Female,Product,No,3.0,7.0,0.8300000000000001,0.64
13556,fffe31003900390032003900,2008-05-26,Female,Service,No,3.0,4.0,0.61,0.45
13557,fffe31003400340031003100,2008-03-27,Female,Product,Yes,5.0,10.0,0.97,0.92
13558,fffe33003400370039003400,2008-10-14,Male,Service,No,3.0,6.0,0.64,0.58
13560,fffe3700380037003400,2008-05-16,Female,Service,Yes,3.0,6.0,0.97,0.85
13561,fffe32003500310035003300,2008-03-21,Female,Product,Yes,0.0,1.0,0.39,0.16
13562,fffe3500310032003400,2008-12-29,Female,Product,Yes,1.0,4.0,0.5,0.32
13563,fffe3400310036003100,2008-03-30,Female,Product,No,2.0,7.0,0.8099999999999999,0.74
13564,fffe31003300310031003500,2008-07-02,Male,Service,No,4.0,7.0,0.78,0.71
13565,fffe3600360037003700,2008-07-11,Female,Product,Yes,2.0,5.0,0.73,0.64
13566,fffe31003100380034003200,2008-01-02,Female,Service,Yes,4.0,7.0,0.8,0.78
13567,fffe31003500370038003800,2008-12-15,Female,Service,No,2.0,3.0,0.4,0.24
13568,fffe3800390031003000,2008-07-15,Female,Service,No,3.0,5.0,0.48,0.3
13569,fffe3700370037003200,2008-10-03,Male,Service,Yes,1.0,4.0,0.52,0.42
13570,fffe32003400380036003600,2008-11-09,Male,Service,Yes,2.0,3.0,0.54,0.39
13572,fffe31003000390034003000,2008-12-18,Male,Service,No,4.0,7.0,0.5900000000000001,0.55
13575,fffe370030003400,2008-04-21,Female,Service,Yes,2.0,4.0,0.37,0.22
13576,fffe31003600310031003200,2008-07-23,Male,Service,No,2.0,4.0,0.72,0.53
